codigo;descricao;unidade_medida;custo;descricao_nbr;codigo_nbr
39341;"CONDULETE EM PVC, TIPO ""T"", SEM TAMPA, DE 1""";UN;"19,31";"Cloreto de polivinil (PVC)
Caixas de junção elétrica
";"0M 20 60 07 16 00 00
2C 82 44 10 00 00 00
"
39340;"CONDULETE EM PVC, TIPO ""T"", SEM TAMPA, DE 3/4""";UN;"14,18";"Cloreto de polivinil (PVC)
Caixas de junção elétrica
";"0M 20 60 07 16 00 00
2C 82 44 10 00 00 00
"
12025;"CONDULETE EM PVC, TIPO ""TB"", SEM TAMPA, DE 1/2"" OU 3/4""";UN;"14,65";"Cloreto de polivinil (PVC)
Caixas de junção elétrica
";"0M 20 60 07 16 00 00
2C 82 44 10 00 00 00
"
39342;"CONDULETE EM PVC, TIPO ""TB"", SEM TAMPA, DE 1""";UN;"19,31";"Cloreto de polivinil (PVC)
Caixas de junção elétrica
";"0M 20 60 07 16 00 00
2C 82 44 10 00 00 00
"
39343;"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 1/2""";UN;"16,31";"Cloreto de polivinil (PVC)
Caixas de junção elétrica
";"0M 20 60 07 16 00 00
2C 82 44 10 00 00 00
"
39345;"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 1""";UN;"22,07";"Cloreto de polivinil (PVC)
Caixas de junção elétrica
";"0M 20 60 07 16 00 00
2C 82 44 10 00 00 00
"
39344;"CONDULETE EM PVC, TIPO ""X"", SEM TAMPA, DE 3/4""";UN;"15,77";"Cloreto de polivinil (PVC)
Caixas de junção elétrica
";"0M 20 60 07 16 00 00
2C 82 44 10 00 00 00
"
38998;"CONECTOR / ADAPTADOR F/F, COM INSERTO METALICO, PPR, DN 25 MM X 1/2"", PARA AGUA QUENTE E FRIA PREDIAL";UN;"10,83";"PoIipropiIeno copolimero random (PP-R)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 13 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38999;"CONECTOR / ADAPTADOR F/F, COM INSERTO METALICO, PPR, DN 32 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL";UN;"27,38";"PoIipropiIeno copolimero random (PP-R)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 13 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38996;"CONECTOR / ADAPTADOR F/M, COM INSERTO METALICO, PPR, DN 25 MM X 1/2"", PARA AGUA QUENTE E FRIA PREDIAL";UN;"19,35";"PoIipropiIeno copolimero random (PP-R)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 13 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
44173;"CONECTOR / ADAPTADOR F/M, COM INSERTO METALICO, PPR, DN 25 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL";UN;"18,82";"PoIipropiIeno copolimero random (PP-R)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 13 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
44174;"CONECTOR / ADAPTADOR F/M, COM INSERTO METALICO, PPR, DN 32 MM X 1"", PARA AGUA QUENTE E FRIA PREDIAL";UN;"30,80";"PoIipropiIeno copolimero random (PP-R)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 13 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38997;"CONECTOR / ADAPTADOR F/M, COM INSERTO METALICO, PPR, DN 32 MM X 3/4"", PARA AGUA QUENTE E FRIA PREDIAL";UN;"27,68";"PoIipropiIeno copolimero random (PP-R)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 13 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
39600;"CONECTOR / TOMADA FEMEA RJ 45, CATEGORIA 5 E (CAT 5E) PARA CABOS";UN;"14,78";"Tomadas elétricas
Adaptador de tubo feminino
";"2C 82 34 02 00 00 00
2C 14 66 02 00 00 00
"
39601;"CONECTOR / TOMADA FEMEA RJ 45, CATEGORIA 6 (CAT 6) PARA CABOS";UN;"31,36";"Tomadas elétricas
Adaptador de tubo feminino
";"2C 82 34 02 00 00 00
2C 14 66 02 00 00 00
"
39862;"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 15 MM X 1/2""";UN;"13,36";"Bronzes
Latões
Tubos e conexões para instalações hidrossanitárias
";"0M 20 20 05 03 00 00
0M 20 20 05 01 00 00
2C 78 50 00 00 00 00
"
39863;"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 1/2""";UN;"13,54";"Bronzes
Latões
Tubos e conexões para instalações hidrossanitárias
";"0M 20 20 05 03 00 00
0M 20 20 05 01 00 00
2C 78 50 00 00 00 00
"
39864;"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22 MM X 3/4""";UN;"16,81";"Bronzes
Latões
Tubos e conexões para instalações hidrossanitárias
";"0M 20 20 05 03 00 00
0M 20 20 05 01 00 00
2C 78 50 00 00 00 00
"
39865;"CONECTOR BRONZE/LATAO (REF 603) SEM ANEL DE SOLDA, BOLSA X ROSCA F, 28 MM X 1/2""";UN;"23,69";"Bronzes
Latões
Tubos e conexões para instalações hidrossanitárias
";"0M 20 20 05 03 00 00
0M 20 20 05 01 00 00
2C 78 50 00 00 00 00
"
2517;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"26,61";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2522;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1 1/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"17,20";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2548;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"10,57";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2516;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 1"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"13,81";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2518;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 2 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"126,65";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2521;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"53,91";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2515;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 3/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"11,49";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2519;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 3"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"152,72";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2520;"CONECTOR CURVO 90 GRAUS DE ALUMINIO, BITOLA 4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"281,08";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
1602;"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1 1/2"", PARA CABOS DE DIAMETRO DE 37 A 40 MM";UN;"51,18";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
1601;"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1 1/4"", PARA CABOS DE DIAMETRO DE 31 A 34 MM";UN;"45,62";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
1598;"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1/2"", PARA CABOS DE DIAMETRO DE 12,5 A 15 MM";UN;"13,50";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
1600;"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 1"", PARA CABOS DE DIAMETRO DE 22,5 A 25 MM";UN;"19,92";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
1603;"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 2"", PARA CABOS DE DIAMETRO DE 47,5 A 50 MM";UN;"77,28";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
1599;"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 3/4"", PARA CABOS DE DIAMETRO DE 17,5 A 20 MM";UN;"15,66";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
1597;"CONECTOR DE ALUMINIO TIPO PRENSA CABO, BITOLA 3/8"", PARA CABOS DE DIAMETRO DE 9 A 10 MM";UN;"12,69";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
39602;"CONECTOR MACHO RJ 45, CATEGORIA 5 E (CAT 5E) PARA CABOS";UN;"1,56";"Bitola
Adaptador de tubo masculino
";"0P 50 30 09 00 00 00
2C 14 66 06 00 00 00
"
39603;"CONECTOR MACHO RJ 45, CATEGORIA 6 (CAT 6) PARA CABOS";UN;"3,34";"Bitola
Adaptador de tubo masculino
";"0P 50 30 09 00 00 00
2C 14 66 06 00 00 00
"
11821;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 25 MM2";UN;"10,42";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
1562;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 50 MM2";UN;"17,07";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
1563;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), COM SEPARADOR DE CABOS BIMETALICOS, PARA CABOS ATE 70 MM2";UN;"22,91";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11856;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 10 MM2";UN;"6,83";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11857;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 120 MM2";UN;"35,94";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11858;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 150 MM2";UN;"44,61";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
1539;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 16 MM2";UN;"8,02";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11859;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 185 MM2";UN;"60,70";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
1550;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 25 MM2";UN;"8,47";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11854;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 35 MM2";UN;"10,58";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11862;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 50 MM2";UN;"14,84";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11863;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 6 MM2";UN;"5,99";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11855;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 70 MM2";UN;"22,15";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
11864;"CONECTOR METALICO TIPO PARAFUSO FENDIDO (SPLIT BOLT), PARA CABOS ATE 95 MM2";UN;"33,49";"Compostos metálicos
Bitola
Conector/Stud Bolt
";"0M 20 20 00 00 00 00
0P 50 30 09 00 00 00
2C 92 18 14 26 00 00
"
2527;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"9,52";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2526;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1 1/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"6,10";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2487;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"2,08";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2483;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 1"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"4,34";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2528;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 2 1/2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"23,96";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2489;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 2"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"10,55";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2488;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 3/4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"2,44";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2484;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 3"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"34,81";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
2485;"CONECTOR RETO DE ALUMINIO PARA ELETRODUTO DE 4"", PARA ADAPTAR ENTRADA DE ELETRODUTO METALICO FLEXIVEL EM QUADROS";UN;"54,55";"Alumínio
Bitola
Adaptadores para tubulações
";"0M 10 10 17 00 00 00
0P 50 30 09 00 00 00
2C 14 66 00 00 00 00
"
39279;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, EM PLASTICO, DN 16 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"7,92";"Plásticos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 60 07 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
39280;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, EM PLASTICO, DN 20 MM X 1/2"", PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"8,87";"Plásticos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 60 07 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
39281;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, EM PLASTICO, DN 20 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"11,72";"Plásticos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 60 07 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
39282;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, EM PLASTICO, DN 25 MM X 3/4"", PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"16,37";"Plásticos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 60 07 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
38844;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 16 MM X 1/2"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"8,03";"Compostos metálicos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 20 00 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
38846;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 20 MM X 1/2"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"8,17";"Compostos metálicos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 20 00 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
38847;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 20 MM X 3/4"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"9,57";"Compostos metálicos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 20 00 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
38850;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 25 MM X 1"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"17,28";"Compostos metálicos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 20 00 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
38848;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 25 MM X 3/4"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"11,33";"Compostos metálicos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 20 00 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
38851;"CONECTOR/ADAPTADOR FIXO, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 32 MM X 1"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"19,54";"Compostos metálicos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 20 00 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
38854;"CONECTOR/ADAPTADOR MOVEL, ROSCA FEMEA, METALICA, COM ANEL DESLIZANTE, DN 16 MM X 3/4"", PARA TUBO PEX PARA INST. AGUA QUENTE/FRIA";UN;"8,49";"Compostos metálicos
Diâmetro externo
Adaptador de tubo feminino
";"0M 20 20 00 00 00 00
0P 50 40 07 00 00 00
2C 14 66 02 00 00 00
"
44247;"CONECTOR, CPVC, SOLDAVEL, 114 MM X 4""â, PARA AGUA QUENTE";UN;"1571,48";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38005;"CONECTOR, CPVC, SOLDAVEL, 15 MM X 1/2"", PARA AGUA QUENTE";UN;"18,68";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38006;"CONECTOR, CPVC, SOLDAVEL, 22 MM X 1/2"", PARA AGUA QUENTE";UN;"24,83";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38428;"CONECTOR, CPVC, SOLDAVEL, 22 MM X 3/4"", PARA AGUA QUENTE";UN;"22,23";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38007;"CONECTOR, CPVC, SOLDAVEL, 28 MM X 1"", PARA AGUA QUENTE";UN;"28,65";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38008;"CONECTOR, CPVC, SOLDAVEL, 35 MM X 1 1/4"", PARA AGUA QUENTE";UN;"45,84";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
38009;"CONECTOR, CPVC, SOLDAVEL, 42 MM X 1 1/2"", PARA AGUA QUENTE";UN;"56,12";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
44248;"CONECTOR, CPVC, SOLDAVEL, 54 MM X 2""â, PARA AGUA QUENTE";UN;"91,48";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
44249;"CONECTOR, CPVC, SOLDAVEL, 73 MM X 2 1/2""â, PARA AGUA QUENTE";UN;"352,93";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
44250;"CONECTOR, CPVC, SOLDAVEL, 89 MM X 3""â, PARA AGUA QUENTE";UN;"512,53";"PoIicloreto de vinila clorado (CPVC)
Diâmetro externo
Tubos e conexões para instalações hidrossanitárias
";"0M 20 60 07 18 00 00
0P 50 40 07 00 00 00
2C 78 50 00 00 00 00
"
1613;"CONTATOR TRIPOLAR, CORRENTE DE *110* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"1546,44";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
1626;"CONTATOR TRIPOLAR, CORRENTE DE *185* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"2312,89";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
1625;"CONTATOR TRIPOLAR, CORRENTE DE *22* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"161,54";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
1622;"CONTATOR TRIPOLAR, CORRENTE DE *265* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"5219,24";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
1620;"CONTATOR TRIPOLAR, CORRENTE DE *38* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"340,30";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
1629;"CONTATOR TRIPOLAR, CORRENTE DE *500* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"12702,40";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
1627;"CONTATOR TRIPOLAR, CORRENTE DE *65* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"650,48";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
1623;"CONTATOR TRIPOLAR, CORRENTE DE 12 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3";UN;"131,75";"Propriedades de correntes eletricas
Contatores elétricos
";"0P 70 20 07 00 00 00
2C 82 48 00 00 00 00
"
